Prospect_ID,External_ID,EPA_Facility_ID,Account_Name,Account_Site,Parent_Company,Parent_Ownership_Pct,Industry_Sector,NAICS_Code,City,State,ZIP_Code,Address,County,Latitude,Longitude,Total_Direct_Emissions_mtCO2e,Operational_Scale_Band,Target_Decision_Maker_Role,Secondary_Decision_Maker_Role,Decision_Maker_Data_Type,Campaign_Segment,Suggested_Owner,Account_Research_Status,Contact_Research_Status,Qualification_Notes,Facility_Source_URL,Parent_Company_Source_URL,Source_Dataset,Source_As_Of_Date,Research_Date,State_Points_Reference,Sector_Points_Reference,Scale_Points_Reference,Data_Quality_Points_Reference,Viability_Points_Reference,Lead_Score_Reference,Lead_Rank_Reference,Lead_Priority_Reference
NE-072,GHGRP-1005264,1005264,"DARTMOUTH COLLEGE HEATING PLANT - Hanover, NH",DARTMOUTH COLLEGE HEATING PLANT,TRUSTEES OF DARTMOUTH COLLEGE,100.0,Other,611310,Hanover,NH,03755,MCKENZIE HALL 6111,Grafton County,43.9358,-71.8224,41362.49,Small Reporting Load,Director of Facilities,Energy and Sustainability Manager,Role-based target; individual person not yet verified,Facilities and Institutions,Sales Rep C - Northern New England,Verified from EPA source,Role identified; person not yet verified,General commercial or institutional facility; validate site portfolio and purchasing authority.,https://www.epa.gov/ghgreporting/data-sets,https://www.epa.gov/system/files/other-files/2024-10/ghgp_data_parent_company.xlsb,EPA GHGRP 2023 Direct Point Emitters,2024-08-16,2026-07-30,16,22,10,10,10,68,72,Medium
NE-073,GHGRP-1004983,1004983,"FRITO-LAY - Killingly (Dayville), CT",FRITO-LAY,PEPSICO INC,100.0,Other,311919,Killingly (Dayville),CT,06241,1886 UPPER MAPLE ST,Windham County,41.86392,-71.89399,40904.896,Small Reporting Load,Director of Facilities,Energy and Sustainability Manager,Role-based target; individual person not yet verified,Facilities and Institutions,Sales Rep B - Connecticut/Rhode Island,Verified from EPA source,Role identified; person not yet verified,General commercial or institutional facility; validate site portfolio and purchasing authority.,https://www.epa.gov/ghgreporting/data-sets,https://www.epa.gov/system/files/other-files/2024-10/ghgp_data_parent_company.xlsb,EPA GHGRP 2023 Direct Point Emitters,2024-08-16,2026-07-30,16,22,10,10,10,68,73,Medium
NE-074,GHGRP-1002311,1002311,"Naval Submarine Base New London - Groton, CT",Naval Submarine Base New London,US GOVERNMENT,0.0,Other,928110,Groton,CT,06349,,New London County,41.398517,-72.087231,33690.214,Small Reporting Load,Director of Facilities,Energy and Sustainability Manager,Role-based target; individual person not yet verified,Facilities and Institutions,Sales Rep B - Connecticut/Rhode Island,Verified from EPA source,Role identified; person not yet verified,General commercial or institutional facility; validate site portfolio and purchasing authority.,https://www.epa.gov/ghgreporting/data-sets,https://www.epa.gov/system/files/other-files/2024-10/ghgp_data_parent_company.xlsb,EPA GHGRP 2023 Direct Point Emitters,2024-08-16,2026-07-30,16,22,10,10,10,68,74,Medium
NE-075,GHGRP-1004295,1004295,"PRATT & WHITNEY MIDDLETOWN - Middletown, CT",PRATT & WHITNEY MIDDLETOWN,RTX CORP,100.0,Other,336412,Middletown,CT,06457,1 AIRCRAFT ROAD,Middlesex County,41.536812,-72.561543,31813.526,Small Reporting Load,Director of Facilities,Energy and Sustainability Manager,Role-based target; individual person not yet verified,Facilities and Institutions,Sales Rep B - Connecticut/Rhode Island,Verified from EPA source,Role identified; person not yet verified,General commercial or institutional facility; validate site portfolio and purchasing authority.,https://www.epa.gov/ghgreporting/data-sets,https://www.epa.gov/system/files/other-files/2024-10/ghgp_data_parent_company.xlsb,EPA GHGRP 2023 Direct Point Emitters,2024-08-16,2026-07-30,16,22,10,10,10,68,75,Medium
NE-076,GHGRP-1008928,1008928,"Hamilton Sundstrand Corporation - Windsor Locks, CT",Hamilton Sundstrand Corporation,RTX CORP,100.0,Other,336413,Windsor Locks,CT,06096,1 Hamilton Road,Hartford County,41.925474,-72.687405,29237.336,Small Reporting Load,Director of Facilities,Energy and Sustainability Manager,Role-based target; individual person not yet verified,Facilities and Institutions,Sales Rep B - Connecticut/Rhode Island,Verified from EPA source,Role identified; person not yet verified,General commercial or institutional facility; validate site portfolio and purchasing authority.,https://www.epa.gov/ghgreporting/data-sets,https://www.epa.gov/system/files/other-files/2024-10/ghgp_data_parent_company.xlsb,EPA GHGRP 2023 Direct Point Emitters,2024-08-16,2026-07-30,16,22,10,10,10,68,76,Medium
NE-077,GHGRP-1003597,1003597,"Mohegan Tribe of Indians of Connecticut - Uncasville, CT",Mohegan Tribe of Indians of Connecticut,MOHEGAN TRIBE OF INDIANS OF CONNECTICUT,100.0,Other,721120,Uncasville,CT,06382,13 Crow Hill Road,New London County,41.490761,-72.099052,28084.884,Small Reporting Load,Director of Facilities,Energy and Sustainability Manager,Role-based target; individual person not yet verified,Facilities and Institutions,Sales Rep B - Connecticut/Rhode Island,Verified from EPA source,Role identified; person not yet verified,General commercial or institutional facility; validate site portfolio and purchasing authority.,https://www.epa.gov/ghgreporting/data-sets,https://www.epa.gov/system/files/other-files/2024-10/ghgp_data_parent_company.xlsb,EPA GHGRP 2023 Direct Point Emitters,2024-08-16,2026-07-30,16,22,10,10,10,68,77,Medium
NE-078,GHGRP-1001811,1001811,"BROWN UNIVERSITY MAIN CAMPUS - Providence, RI",BROWN UNIVERSITY MAIN CAMPUS,Brown University,100.0,Other,611310,Providence,RI,02912,164 ANGELL STREET,Providence County,41.99158,-71.510908,24994.456,Small Reporting Load,Director of Facilities,Energy and Sustainability Manager,Role-based target; individual person not yet verified,Facilities and Institutions,Sales Rep B - Connecticut/Rhode Island,Verified from EPA source,Role identified; person not yet verified,General commercial or institutional facility; validate site portfolio and purchasing authority.,https://www.epa.gov/ghgreporting/data-sets,https://www.epa.gov/system/files/other-files/2024-10/ghgp_data_parent_company.xlsb,EPA GHGRP 2023 Direct Point Emitters,2024-08-16,2026-07-30,16,22,10,10,10,68,78,Medium
NE-079,GHGRP-1012083,1012083,"University of New Hampshire - Durham, NH",University of New Hampshire,UNIVERSITY SYSTEM OF NEW HAMPSHIRE,100.0,Other,611310,Durham,NH,03824,22 Colovos Road,Strafford County,43.136199,-70.937909,20385.006,Small Reporting Load,Director of Facilities,Energy and Sustainability Manager,Role-based target; individual person not yet verified,Facilities and Institutions,Sales Rep C - Northern New England,Verified from EPA source,Role identified; person not yet verified,General commercial or institutional facility; validate site portfolio and purchasing authority.,https://www.epa.gov/ghgreporting/data-sets,https://www.epa.gov/system/files/other-files/2024-10/ghgp_data_parent_company.xlsb,EPA GHGRP 2023 Direct Point Emitters,2024-08-16,2026-07-30,16,22,10,10,10,68,79,Medium
NE-080,GHGRP-1005253,1005253,"JUNIPER RIDGE LANDFILL - Old Town, ME",JUNIPER RIDGE LANDFILL,CASELLA WASTE SYSTEMS INC,100.0,Waste,562212,Old Town,ME,04468,2828 BENNOCH RD,Penobscot County,44.99658,-68.70436,69031.05,Mid Reporting Load,Director of Operations,Facilities Manager,Role-based target; individual person not yet verified,Waste and Environmental,Sales Rep C - Northern New England,Verified from EPA source,Role identified; person not yet verified,"Waste-sector facility; qualify electricity, natural-gas, and multi-site purchasing needs.",https://www.epa.gov/ghgreporting/data-sets,https://www.epa.gov/system/files/other-files/2024-10/ghgp_data_parent_company.xlsb,EPA GHGRP 2023 Direct Point Emitters,2024-08-16,2026-07-30,12,20,15,10,9,66,80,Medium
NE-081,GHGRP-1005261,1005261,"NEWSVT LANDFILL - Coventry, VT",NEWSVT LANDFILL,CASELLA WASTE SYSTEMS INC,100.0,Waste,562212,Coventry,VT,05855,21 Landfill Lane,Orleans County,44.90871,-72.22104,62901.9,Mid Reporting Load,Director of Operations,Facilities Manager,Role-based target; individual person not yet verified,Waste and Environmental,Sales Rep C - Northern New England,Verified from EPA source,Role identified; person not yet verified,"Waste-sector facility; qualify electricity, natural-gas, and multi-site purchasing needs.",https://www.epa.gov/ghgreporting/data-sets,https://www.epa.gov/system/files/other-files/2024-10/ghgp_data_parent_company.xlsb,EPA GHGRP 2023 Direct Point Emitters,2024-08-16,2026-07-30,12,20,15,10,9,66,81,Low
NE-082,GHGRP-1005673,1005673,"REGIONAL WASTE SYSTEMS INCORPORATED - Portland, ME",REGIONAL WASTE SYSTEMS INCORPORATED,ECOMAINE,100.0,Waste,562213,Portland,ME,04102,64 BLUEBERRY RD,Cumberland County,43.6557,-70.3341,62777.74,Mid Reporting Load,Director of Operations,Facilities Manager,Role-based target; individual person not yet verified,Waste and Environmental,Sales Rep C - Northern New England,Verified from EPA source,Role identified; person not yet verified,"Waste-sector facility; qualify electricity, natural-gas, and multi-site purchasing needs.",https://www.epa.gov/ghgreporting/data-sets,https://www.epa.gov/system/files/other-files/2024-10/ghgp_data_parent_company.xlsb,EPA GHGRP 2023 Direct Point Emitters,2024-08-16,2026-07-30,12,20,15,10,9,66,82,Low
NE-083,GHGRP-1006864,1006864,"Bellingham Power Generation LLC - Bellingham, MA",Bellingham Power Generation LLC,Vistra Corp,100.0,Power Plants,221112,Bellingham,MA,02019,155 MAPLE ST,Norfolk,42.1113,-71.4529,1217538.088,Enterprise Reporting Load,Plant Manager,Director of Operations,Role-based target; individual person not yet verified,Market Intelligence - Generation,Sales Rep A - Massachusetts,Verified from EPA source,Role identified; person not yet verified,"Generation facility; low end-customer fit, retained for market context and qualification practice.",https://www.epa.gov/ghgreporting/data-sets,https://www.epa.gov/system/files/other-files/2024-10/ghgp_data_parent_company.xlsb,EPA GHGRP 2023 Direct Point Emitters,2024-08-16,2026-07-30,20,5,30,10,0,65,83,Low
NE-084,GHGRP-1006657,1006657,"Blackstone Power Generation LLC - Blackstone, MA",Blackstone Power Generation LLC,Vistra Corp,100.0,Power Plants,221112,Blackstone,MA,01504,204 ELM ST,Worcester,42.0575,-71.5172,1080446.796,Enterprise Reporting Load,Plant Manager,Director of Operations,Role-based target; individual person not yet verified,Market Intelligence - Generation,Sales Rep A - Massachusetts,Verified from EPA source,Role identified; person not yet verified,"Generation facility; low end-customer fit, retained for market context and qualification practice.",https://www.epa.gov/ghgreporting/data-sets,https://www.epa.gov/system/files/other-files/2024-10/ghgp_data_parent_company.xlsb,EPA GHGRP 2023 Direct Point Emitters,2024-08-16,2026-07-30,20,5,30,10,0,65,84,Low
NE-085,GHGRP-1001410,1001410,"Fore River Energy Center - Weymouth, MA",Fore River Energy Center,CPN MANAGEMENT LP,100.0,Power Plants,221112,Weymouth,MA,02191,9 BRIDGE ST,Norfolk,42.2417,-70.9653,886336.582,Enterprise Reporting Load,Plant Manager,Director of Operations,Role-based target; individual person not yet verified,Market Intelligence - Generation,Sales Rep A - Massachusetts,Verified from EPA source,Role identified; person not yet verified,"Generation facility; low end-customer fit, retained for market context and qualification practice.",https://www.epa.gov/ghgreporting/data-sets,https://www.epa.gov/system/files/other-files/2024-10/ghgp_data_parent_company.xlsb,EPA GHGRP 2023 Direct Point Emitters,2024-08-16,2026-07-30,20,5,30,10,0,65,85,Low
NE-086,GHGRP-1000657,1000657,"Kendall Green Energy - Cambridge, MA",Kendall Green Energy,VICINITY ENERGY INC,100.0,Power Plants,221112,Cambridge,MA,02142,265 FIRST ST,Middlesex,42.3633,-71.0792,788059.912,Enterprise Reporting Load,Plant Manager,Director of Operations,Role-based target; individual person not yet verified,Market Intelligence - Generation,Sales Rep A - Massachusetts,Verified from EPA source,Role identified; person not yet verified,"Generation facility; low end-customer fit, retained for market context and qualification practice.",https://www.epa.gov/ghgreporting/data-sets,https://www.epa.gov/system/files/other-files/2024-10/ghgp_data_parent_company.xlsb,EPA GHGRP 2023 Direct Point Emitters,2024-08-16,2026-07-30,20,5,30,10,0,65,86,Low
NE-087,GHGRP-1000653,1000653,"Mystic - Charlestown, MA",Mystic,CONSTELLATION ENERGY CORP,100.0,Power Plants,221112,Charlestown,MA,02129,173 ALFORD ST,Middlesex,42.3917,-71.0667,528357.044,Enterprise Reporting Load,Plant Manager,Director of Operations,Role-based target; individual person not yet verified,Market Intelligence - Generation,Sales Rep A - Massachusetts,Verified from EPA source,Role identified; person not yet verified,"Generation facility; low end-customer fit, retained for market context and qualification practice.",https://www.epa.gov/ghgreporting/data-sets,https://www.epa.gov/system/files/other-files/2024-10/ghgp_data_parent_company.xlsb,EPA GHGRP 2023 Direct Point Emitters,2024-08-16,2026-07-30,20,5,30,10,0,65,87,Low
NE-088,GHGRP-1004084,1004084,"MOUNT CARBERRY LANDFILL - Berlin, NH",MOUNT CARBERRY LANDFILL,ANDROSCOGGIN VALLEY REGIONAL REFUSE,100.0,Waste,562212,Berlin,NH,03570,OFF HUTCHINS ST,Coos County,44.502699,-71.186431,49799.75,Small Reporting Load,Director of Operations,Facilities Manager,Role-based target; individual person not yet verified,Waste and Environmental,Sales Rep C - Northern New England,Verified from EPA source,Role identified; person not yet verified,"Waste-sector facility; qualify electricity, natural-gas, and multi-site purchasing needs.",https://www.epa.gov/ghgreporting/data-sets,https://www.epa.gov/system/files/other-files/2024-10/ghgp_data_parent_company.xlsb,EPA GHGRP 2023 Direct Point Emitters,2024-08-16,2026-07-30,16,20,10,10,9,65,88,Low
NE-089,GHGRP-1004751,1004751,"FOUR HILLS LANDFILL - Nashua, NH",FOUR HILLS LANDFILL,CITY OF NASHUA DEPARTMENT OF PUBLIC WORKS,100.0,Waste,562212,Nashua,NH,03062,840 WEST HOLLIS STREET,Hillsborough County,42.731563,-71.520521,10010.7,Small Reporting Load,Director of Operations,Facilities Manager,Role-based target; individual person not yet verified,Waste and Environmental,Sales Rep C - Northern New England,Verified from EPA source,Role identified; person not yet verified,"Waste-sector facility; qualify electricity, natural-gas, and multi-site purchasing needs.",https://www.epa.gov/ghgreporting/data-sets,https://www.epa.gov/system/files/other-files/2024-10/ghgp_data_parent_company.xlsb,EPA GHGRP 2023 Direct Point Emitters,2024-08-16,2026-07-30,16,20,10,10,9,65,89,Low
NE-090,GHGRP-1006421,1006421,"LEBANON LANDFILL AND RECYCLING CENTER - West Lebanon, NH",LEBANON LANDFILL AND RECYCLING CENTER,CITY OF LEBANON NEW HAMPSHIRE,100.0,Waste,562212,West Lebanon,NH,03784,"370 PLAINFIELD ROAD, RTE 12-A",Grafton County,43.612789,-72.326669,9028.4,Small Reporting Load,Director of Operations,Facilities Manager,Role-based target; individual person not yet verified,Waste and Environmental,Sales Rep C - Northern New England,Verified from EPA source,Role identified; person not yet verified,"Waste-sector facility; qualify electricity, natural-gas, and multi-site purchasing needs.",https://www.epa.gov/ghgreporting/data-sets,https://www.epa.gov/system/files/other-files/2024-10/ghgp_data_parent_company.xlsb,EPA GHGRP 2023 Direct Point Emitters,2024-08-16,2026-07-30,16,20,10,10,9,65,90,Low
NE-091,GHGRP-1006283,1006283,"RHODE ISLAND Resource Recovery Corporation - Johnston, RI",RHODE ISLAND Resource Recovery Corporation,RHODE ISLAND RESOURCE RECOVERY CORP,100.0,Waste,562212,Johnston,RI,02919,65 SHUN PIKE,Providence County,41.8032,-71.5238,5354.146,Small Reporting Load,Director of Operations,Facilities Manager,Role-based target; individual person not yet verified,Waste and Environmental,Sales Rep B - Connecticut/Rhode Island,Verified from EPA source,Role identified; person not yet verified,"Waste-sector facility; qualify electricity, natural-gas, and multi-site purchasing needs.",https://www.epa.gov/ghgreporting/data-sets,https://www.epa.gov/system/files/other-files/2024-10/ghgp_data_parent_company.xlsb,EPA GHGRP 2023 Direct Point Emitters,2024-08-16,2026-07-30,16,20,10,10,9,65,91,Low
NE-092,GHGRP-1002017,1002017,"University of Maine - Orono, ME",University of Maine,UNIVERSITY OF MAINE SYSTEM,100.0,Other,611310,Orono,ME,04469,5765 Service Building,Penobscot County,44.89893,-68.673477,27604.832,Small Reporting Load,Director of Facilities,Energy and Sustainability Manager,Role-based target; individual person not yet verified,Facilities and Institutions,Sales Rep C - Northern New England,Verified from EPA source,Role identified; person not yet verified,General commercial or institutional facility; validate site portfolio and purchasing authority.,https://www.epa.gov/ghgreporting/data-sets,https://www.epa.gov/system/files/other-files/2024-10/ghgp_data_parent_company.xlsb,EPA GHGRP 2023 Direct Point Emitters,2024-08-16,2026-07-30,12,22,10,10,10,64,92,Low
NE-093,GHGRP-1002803,1002803,"University of Vermont and State Agricultural College - Burlington, VT",University of Vermont and State Agricultural College,UNIVERSITY OF VERMONT & STATE AGRICULTURAL COLLEGE,100.0,Other,611310,Burlington,VT,05405,284 East Avenue,Chittenden County,44.47432,-73.19061,26908.246,Small Reporting Load,Director of Facilities,Energy and Sustainability Manager,Role-based target; individual person not yet verified,Facilities and Institutions,Sales Rep C - Northern New England,Verified from EPA source,Role identified; person not yet verified,General commercial or institutional facility; validate site portfolio and purchasing authority.,https://www.epa.gov/ghgreporting/data-sets,https://www.epa.gov/system/files/other-files/2024-10/ghgp_data_parent_company.xlsb,EPA GHGRP 2023 Direct Point Emitters,2024-08-16,2026-07-30,12,22,10,10,10,64,93,Low
NE-094,GHGRP-1011251,1011251,"Omya Inc. (Verpol) - Florence, VT",Omya Inc. (Verpol),OMYA INDUSTRIES INC,100.0,Other,212312,Florence,VT,05701,206 Omya West,Rutland County,43.70987,-73.06302,25019.956,Small Reporting Load,Director of Facilities,Energy and Sustainability Manager,Role-based target; individual person not yet verified,Facilities and Institutions,Sales Rep C - Northern New England,Verified from EPA source,Role identified; person not yet verified,General commercial or institutional facility; validate site portfolio and purchasing authority.,https://www.epa.gov/ghgreporting/data-sets,https://www.epa.gov/system/files/other-files/2024-10/ghgp_data_parent_company.xlsb,EPA GHGRP 2023 Direct Point Emitters,2024-08-16,2026-07-30,12,22,10,10,10,64,94,Low
NE-095,GHGRP-1013349,1013349,"Northern Light - Eastern Maine Medical Center - Bangor, ME",Northern Light - Eastern Maine Medical Center,NORTHERN LIGHT HEALTH,100.0,Other,622110,Bangor,ME,04401,489 State Street,Penobscot County,44.808367,-68.750802,24023.36,Small Reporting Load,Director of Facilities,Energy and Sustainability Manager,Role-based target; individual person not yet verified,Facilities and Institutions,Sales Rep C - Northern New England,Verified from EPA source,Role identified; person not yet verified,General commercial or institutional facility; validate site portfolio and purchasing authority.,https://www.epa.gov/ghgreporting/data-sets,https://www.epa.gov/system/files/other-files/2024-10/ghgp_data_parent_company.xlsb,EPA GHGRP 2023 Direct Point Emitters,2024-08-16,2026-07-30,12,22,10,10,10,64,95,Low
NE-096,GHGRP-1013584,1013584,"Pioneer Plastics Corporation - Auburn, ME",Pioneer Plastics Corporation,PANOLAM INDUSTRIES INTERNATIONAL INC,100.0,Other,326130,Auburn,ME,04210,1 Pionite Road,Androscoggin County,44.068056,-70.258333,22346.172,Small Reporting Load,Director of Facilities,Energy and Sustainability Manager,Role-based target; individual person not yet verified,Facilities and Institutions,Sales Rep C - Northern New England,Verified from EPA source,Role identified; person not yet verified,General commercial or institutional facility; validate site portfolio and purchasing authority.,https://www.epa.gov/ghgreporting/data-sets,https://www.epa.gov/system/files/other-files/2024-10/ghgp_data_parent_company.xlsb,EPA GHGRP 2023 Direct Point Emitters,2024-08-16,2026-07-30,12,22,10,10,10,64,96,Low
NE-097,GHGRP-1009581,1009581,"Diodes US Manufacturing Incorporated - South Portland, ME",Diodes US Manufacturing Incorporated,DIODES INC,100.0,Other,334413,South Portland,ME,04106,333 Western Avenue,Cumberland County,43.640687,-70.325903,20237.05797,Small Reporting Load,Director of Facilities,Energy and Sustainability Manager,Role-based target; individual person not yet verified,Facilities and Institutions,Sales Rep C - Northern New England,Verified from EPA source,Role identified; person not yet verified,General commercial or institutional facility; validate site portfolio and purchasing authority.,https://www.epa.gov/ghgreporting/data-sets,https://www.epa.gov/system/files/other-files/2024-10/ghgp_data_parent_company.xlsb,EPA GHGRP 2023 Direct Point Emitters,2024-08-16,2026-07-30,12,22,10,10,10,64,97,Low
NE-098,GHGRP-1006917,1006917,"International N&H USA, INC - Rockland, ME","International N&H USA, INC",INTERNATIONAL FLAVORS & FRAGRANCES INC,100.0,Other,311999,Rockland,ME,04841,1 CROCKETTS POINT,Knox County,44.107014,-69.104236,12584.94,Small Reporting Load,Director of Facilities,Energy and Sustainability Manager,Role-based target; individual person not yet verified,Facilities and Institutions,Sales Rep C - Northern New England,Verified from EPA source,Role identified; person not yet verified,General commercial or institutional facility; validate site portfolio and purchasing authority.,https://www.epa.gov/ghgreporting/data-sets,https://www.epa.gov/system/files/other-files/2024-10/ghgp_data_parent_company.xlsb,EPA GHGRP 2023 Direct Point Emitters,2024-08-16,2026-07-30,12,22,10,10,10,64,98,Low
NE-099,GHGRP-1002915,1002915,"ANHEUSER-BUSCH LLC - Merrimack, NH",ANHEUSER-BUSCH LLC,ANHEUSER-BUSCH COS LLC,100.0,"Other,Suppliers of CO2",312120,Merrimack,NH,03054,221 DANIEL WEBSTER HIGHWAY,Hillsborough County,42.822084,-71.488321,10838.138,Small Reporting Load,Director of Operations,Strategic Sourcing Manager,Role-based target; individual person not yet verified,Industrial High-Load,Sales Rep C - Northern New England,Verified from EPA source,Role identified; person not yet verified,Industrial supplier; validate whether energy procurement is managed at the site or parent-company level.,https://www.epa.gov/ghgreporting/data-sets,https://www.epa.gov/system/files/other-files/2024-10/ghgp_data_parent_company.xlsb,EPA GHGRP 2023 Direct Point Emitters,2024-08-16,2026-07-30,16,20,10,10,8,64,99,Low
NE-100,GHGRP-1006130,1006130,"Cromwell - Cromwell, CT",Cromwell,Enbridge (US) Inc,100.0,Petroleum and Natural Gas Systems,486210,Cromwell,CT,06416,252 Shunpike Road,Middlesex County,41.631747,-72.676381,67979.902,Mid Reporting Load,Director of Operations,Energy Procurement Manager,Role-based target; individual person not yet verified,Energy Infrastructure,Sales Rep B - Connecticut/Rhode Island,Verified from EPA source,Role identified; person not yet verified,Energy-sector operator; retain for market intelligence and qualify end-customer purchasing fit.,https://www.epa.gov/ghgreporting/data-sets,https://www.epa.gov/system/files/other-files/2024-10/ghgp_data_parent_company.xlsb,EPA GHGRP 2023 Direct Point Emitters,2024-08-16,2026-07-30,16,15,15,10,7,63,100,Low
NE-101,GHGRP-1000206,1000206,"Burrillville - Pascoag, RI",Burrillville,Enbridge (US) Inc,100.0,Petroleum and Natural Gas Systems,486210,Pascoag,RI,02859,54 Algonquin Lane,Providence County,41.96763,-71.75379,61368.376,Mid Reporting Load,Director of Operations,Energy Procurement Manager,Role-based target; individual person not yet verified,Energy Infrastructure,Sales Rep B - Connecticut/Rhode Island,Verified from EPA source,Role identified; person not yet verified,Energy-sector operator; retain for market intelligence and qualify end-customer purchasing fit.,https://www.epa.gov/ghgreporting/data-sets,https://www.epa.gov/system/files/other-files/2024-10/ghgp_data_parent_company.xlsb,EPA GHGRP 2023 Direct Point Emitters,2024-08-16,2026-07-30,16,15,15,10,7,63,101,Low
NE-102,GHGRP-1008158,1008158,"Oxford Station - Oxford, CT",Oxford Station,Enbridge (US) Inc,100.0,Petroleum and Natural Gas Systems,486210,Oxford,CT,06478,40 Woodruff Hill Road,New Haven County,41.485885,-73.120501,55953.394,Mid Reporting Load,Director of Operations,Energy Procurement Manager,Role-based target; individual person not yet verified,Energy Infrastructure,Sales Rep B - Connecticut/Rhode Island,Verified from EPA source,Role identified; person not yet verified,Energy-sector operator; retain for market intelligence and qualify end-customer purchasing fit.,https://www.epa.gov/ghgreporting/data-sets,https://www.epa.gov/system/files/other-files/2024-10/ghgp_data_parent_company.xlsb,EPA GHGRP 2023 Direct Point Emitters,2024-08-16,2026-07-30,16,15,15,10,7,63,102,Low
NE-103,GHGRP-1004165,1004165,"IROQUOIS GAS TRANSMISSION SYSTEM, L.P. - BROOKFIELD COMPRESSOR STATION - Brookfield, CT","IROQUOIS GAS TRANSMISSION SYSTEM, L.P. - BROOKFIELD COMPRESSOR STATION",IROQUOIS GAS TRANSMISSION SYSTEM LP,100.0,Petroleum and Natural Gas Systems,486210,Brookfield,CT,06804,78 HIGH MEADOW ROAD,Fairfield County,41.43398,-73.37183,50539.012,Mid Reporting Load,Director of Operations,Energy Procurement Manager,Role-based target; individual person not yet verified,Energy Infrastructure,Sales Rep B - Connecticut/Rhode Island,Verified from EPA source,Role identified; person not yet verified,Energy-sector operator; retain for market intelligence and qualify end-customer purchasing fit.,https://www.epa.gov/ghgreporting/data-sets,https://www.epa.gov/system/files/other-files/2024-10/ghgp_data_parent_company.xlsb,EPA GHGRP 2023 Direct Point Emitters,2024-08-16,2026-07-30,16,15,15,10,7,63,103,Low
NE-104,GHGRP-1008146,1008146,"Chaplin Station - Chaplin, CT",Chaplin Station,Enbridge (US) Inc,100.0,Petroleum and Natural Gas Systems,486210,Chaplin,CT,06235,539 Tower Hill Road,Windham County,41.819928,-72.156801,50426.318,Mid Reporting Load,Director of Operations,Energy Procurement Manager,Role-based target; individual person not yet verified,Energy Infrastructure,Sales Rep B - Connecticut/Rhode Island,Verified from EPA source,Role identified; person not yet verified,Energy-sector operator; retain for market intelligence and qualify end-customer purchasing fit.,https://www.epa.gov/ghgreporting/data-sets,https://www.epa.gov/system/files/other-files/2024-10/ghgp_data_parent_company.xlsb,EPA GHGRP 2023 Direct Point Emitters,2024-08-16,2026-07-30,16,15,15,10,7,63,104,Low
NE-105,GHGRP-1009333,1009333,"TGP Station 264 Charlton - Charlton, MA",TGP Station 264 Charlton,KINDER MORGAN INC,100.0,Petroleum and Natural Gas Systems,486210,Charlton,MA,01507,196 Carpenter Hill Rd,Worcester County,42.1218,-72.0021,32834.178,Small Reporting Load,Director of Operations,Energy Procurement Manager,Role-based target; individual person not yet verified,Energy Infrastructure,Sales Rep A - Massachusetts,Verified from EPA source,Role identified; person not yet verified,Energy-sector operator; retain for market intelligence and qualify end-customer purchasing fit.,https://www.epa.gov/ghgreporting/data-sets,https://www.epa.gov/system/files/other-files/2024-10/ghgp_data_parent_company.xlsb,EPA GHGRP 2023 Direct Point Emitters,2024-08-16,2026-07-30,20,15,10,10,7,62,105,Low
NE-106,GHGRP-1010498,1010498,"TGP Station 261 Agawam - Agawam, MA",TGP Station 261 Agawam,KINDER MORGAN INC,100.0,Petroleum and Natural Gas Systems,486210,Agawam,MA,01001,1615 Suffield St,Hampden County,42.0336,-72.63702,25945.112,Small Reporting Load,Director of Operations,Energy Procurement Manager,Role-based target; individual person not yet verified,Energy Infrastructure,Sales Rep A - Massachusetts,Verified from EPA source,Role identified; person not yet verified,Energy-sector operator; retain for market intelligence and qualify end-customer purchasing fit.,https://www.epa.gov/ghgreporting/data-sets,https://www.epa.gov/system/files/other-files/2024-10/ghgp_data_parent_company.xlsb,EPA GHGRP 2023 Direct Point Emitters,2024-08-16,2026-07-30,20,15,10,10,7,62,106,Low
NE-107,GHGRP-1002283,1002283,"MCCAIN FOODS POTATO FACILITY - Easton, ME",MCCAIN FOODS POTATO FACILITY,MCCAIN USA INC,100.0,"Other,Waste",311411,Easton,ME,04740,319 RICHARDSON ROAD,Aroostook County,46.660278,-67.902222,21370.586,Small Reporting Load,Director of Operations,Facilities Manager,Role-based target; individual person not yet verified,Waste and Environmental,Sales Rep C - Northern New England,Verified from EPA source,Role identified; person not yet verified,Mixed industrial and waste operation; confirm energy-load profile and site decision authority.,https://www.epa.gov/ghgreporting/data-sets,https://www.epa.gov/system/files/other-files/2024-10/ghgp_data_parent_company.xlsb,EPA GHGRP 2023 Direct Point Emitters,2024-08-16,2026-07-30,12,21,10,10,9,62,107,Low
